Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
r006666,"Education: Bachelor's in Finance Experience: 1 years Skills: Excel, Budget Planning, Financial Analysis, TypeScript, Kubernetes, Business Development, Communication, Adobe Creative Suite",bachelor's in finance,1,excel|budget planning|financial analysis|typescript|kubernetes|business development|communication|adobe creative suite|forecasting|technical writing|attention to detail,budget analyst,finance & accounting
r006667,"Education: High School Experience: 0 years Skills: Customer Service, PHP, Cash Handling, Communication, Accuracy, P&L Management, Technical Writing, Mentoring",high school,0,customer service|php|cash handling|communication|accuracy|p&l management|technical writing|mentoring|friendliness|data analysis|point of sale,cashier,retail & hospitality
r006668,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Vue.js, HTML, API Integration, Vuex, Teamwork, CSS, Penetration Testing, Strategic Planning",bachelor's in computer science,1,vue.js|html|api integration|vuex|teamwork|css|penetration testing|strategic planning|graphql|firewalls|javascript,vue developer,technology
r006669,"Education: Management Experience Experience: 4 years Skills: Customer Service, Strategic Planning, Leadership, MongoDB, Financial Management, Staff Management, Restaurant Management, Kubernetes",management experience,4,customer service|strategic planning|leadership|mongodb|financial management|staff management|restaurant management|kubernetes|communication|android,restaurant manager,agriculture & food
r006670,"Education: Bachelor's in Computer Science Experience: 5 years Skills: API Development, Problem Solving, React, Tableau, Microservices, Wireframing, Go, Docker",bachelor's in computer science,5,api development|problem solving|react|tableau|microservices|wireframing|go|docker|concurrency|security architecture,go developer,technology
r006671,"Education: Bachelor's in Design Experience: 1 years Skills: Creativity, JavaScript, Communication, Kubernetes, Documentation, Project Management, Problem Solving, Serverless",bachelor's in design,1,creativity|javascript|communication|kubernetes|documentation|project management|problem solving|serverless|technical skills|query optimization|exhibition design,exhibition designer,arts & culture
r006672,"Education: Experience Experience: 4 years Skills: Judgment, Attention to Detail, C++, Problem Solving, Analysis, R, P&L Management, Communication",experience,4,judgment|attention to detail|c++|problem solving|analysis|r|p&l management|communication|scrum|cloudformation|investigation,detective,law enforcement
r006673,"Education: Bachelor's in Communications Experience: 2 years Skills: SEO, Content Strategy, App Testing, Shell Scripting, Writing, Responsive Design, Analytics, Project Management",bachelor's in communications,2,seo|content strategy|app testing|shell scripting|writing|responsive design|analytics|project management|creativity|research,content marketing manager,marketing & sales
r006674,"Education: Bachelor's in Computer Science Experience: 0 years Skills: API Development, PHP, Laravel, C#, Symfony, MySQL, Adaptability, HTML/CSS",bachelor's in computer science,0,api development|php|laravel|c#|symfony|mysql|adaptability|html/css,php developer,technology
r006675,"Education: MBA Experience: 12 years Skills: Strategic Thinking, AWS, Decision Making, Communication, Business Operations, React Native, Leadership, Operations Management",mba,12,strategic thinking|aws|decision making|communication|business operations|react native|leadership|operations management,coo,private sector management
r006676,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Problem Solving, Distributed Systems, Apache Kafka, Network Security, GraphQL, Scalability, Angular, Streaming",bachelor's in computer science,5,problem solving|distributed systems|apache kafka|network security|graphql|scalability|angular|streaming|pytorch|event processing,kafka developer,technology
r006677,"Education: Bachelor's in Mechanical Engineering Experience: 4 years Skills: Decision Making, Critical Thinking, Problem Solving, CAD, Production Planning, Process Design, Flask, Budget Management",bachelor's in mechanical engineering,4,decision making|critical thinking|problem solving|cad|production planning|process design|flask|budget management|quality control|equipment knowledge,manufacturing engineer,engineering & manufacturing
r006678,"Education: Certification Experience: 2 years Skills: Rendering, Creativity, Swift, SQL, Software Skills, 3D Modeling, Figma, Problem Solving",certification,2,rendering|creativity|swift|sql|software skills|3d modeling|figma|problem solving|texturing,3d artist,creative & design
r006679,"Education: High School Experience: 3 years Skills: React Native, Customer Service, Data Analysis, Product Knowledge, Problem Solving, Scikit-learn, Communication, Teamwork",high school,3,react native|customer service|data analysis|product knowledge|problem solving|scikit-learn|communication|teamwork|sales,sales associate,retail & hospitality
r006680,"Education: Bachelor's in 3D Art Experience: 0 years Skills: Creativity, Texturing, Problem Solving, Redis, Software Skills, Rendering, Marketing, 3D Modeling",bachelor's in 3d art,0,creativity|texturing|problem solving|redis|software skills|rendering|marketing|3d modeling|presentation skills|flask|jenkins,3d artist,creative & design
r006681,"Education: Bachelor's in Marketing Experience: 4 years Skills: Analytics, TypeScript, Research, Content Strategy, Writing, Creativity, Rust, SEO",bachelor's in marketing,4,analytics|typescript|research|content strategy|writing|creativity|rust|seo|project management,content marketing manager,marketing & sales
r006682,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Data Analysis, Jupyter Notebooks, Serverless, Network Security, Machine Learning, Python, Collaboration, Critical Thinking",bachelor's in computer science,0,data analysis|jupyter notebooks|serverless|network security|machine learning|python|collaboration|critical thinking|creativity|documentation|visualization,jupyter developer,data & analytics
r006683,"Education: Apprenticeship Experience: 3 years Skills: React, Problem Solving, Safety, Risk Assessment, Code Knowledge, Technical Knowledge, Plumbing Systems, SQL",apprenticeship,3,react|problem solving|safety|risk assessment|code knowledge|technical knowledge|plumbing systems|sql|p&l management|typescript|customer service,plumber,skilled trades
r006684,"Education: Bachelor's in Safety Engineering Experience: 1 years Skills: Responsive Design, Mobile UI/UX, Communication, Leadership, Regulatory Knowledge, Risk Assessment, Problem Solving, Security Protocols",bachelor's in safety engineering,1,responsive design|mobile ui/ux|communication|leadership|regulatory knowledge|risk assessment|problem solving|security protocols|figma|safety management|network security,safety engineer,energy & utilities
r006685,"Education: Bachelor's in Business Experience: 5 years Skills: Communication, Decision Making, Analytics, Account Management, iOS, Product Knowledge, Problem Solving, Customer Relations",bachelor's in business,5,communication|decision making|analytics|account management|ios|product knowledge|problem solving|customer relations,customer success manager,sales & customer service
r006686,"Education: Bachelor's in Clinical Laboratory Science Experience: 0 years Skills: Quality Control, Attention to Detail, Penetration Testing, Laboratory Analysis, Data Analysis, Safety, Equipment Maintenance, Go",bachelor's in clinical laboratory science,0,quality control|attention to detail|penetration testing|laboratory analysis|data analysis|safety|equipment maintenance|go,clinical lab scientist,healthcare
r006687,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Flask, Security Protocols, Django, Problem Solving, Responsive Design, REST API, Python, SQL",bachelor's in computer science,0,flask|security protocols|django|problem solving|responsive design|rest api|python|sql,python developer,technology
r006688,"Education: Bachelor's in Computer Science Experience: 5 years Skills: JavaScript, HTML/CSS, Oracle, Git, Node.js, Database, Serverless, Scrum",bachelor's in computer science,5,javascript|html/css|oracle|git|node.js|database|serverless|scrum|decision making|data analysis|react,full stack developer,technology
